,title,body,image,url
10,"삼성 중저가 폰, 갤럭시A25 출시…가격은 44만9900원","5일 삼성전자에 따르면, 갤럭시 A25 5G는 6.5인치(164.2mm) 슈퍼 아몰레드 디스플레이를 탑재하고, 120Hz 화면 주사율을 지원한다.
후면 카메라는 5000만 화소의 메인 카메라를 비롯해, 800만 화소의 초광각 카메라, 200만 화소의 접사 카메라 등 총 3개가 탑재됐다.
갤럭시 A25 5G는 최대 25W의 유선 충전을 지원하며, 5000mAh의 대용량 배터리를 채용했다.
갤럭시 A25 5G는 삼성페이 기능도 지원한다.
갤럭시 A25 5G는 옐로, 라이트 블루, 블루 블랙 3가지 색상으로 출시된다.
삼성전자 관계자는 ""갤럭시 A25 5G는 대화면부터 카메라, 삼성페이까지 삼성 스마트폰만의 모바일 경험을 부담 없이 누릴 수 있는 제품""이라며 ""새해에는 '갤럭시 A25 5G'와 함께 보다 자유로운 엔터테인먼트 라이프를 만나 보길 바란다""라고 말했다.",https://imgnews.pstatic.net/image/119/2024/01/04/0002786240_001_20240104082203795.jpeg?type=w647,https://n.news.naver.com/mnews/article/119/0002786240?sid=105
11,"롯데정보통신, 메타버스 플랫폼 ‘칼리버스’ CES서 글로벌 오프닝","롯데정보통신은 기존의 커뮤니티나 게임 콘텐츠 중심의 메타버스로는 대중의 높은 기대치를 충족시키기 어려울 것으로 판단하고 사용자가 가상 공간에서 현실 세계처럼 생활할 수 있는 초실감형 메타버스 개발에 매진했다고 설명했다.
특히 CES 2024 첫날인 1월 9일(현지 시간) 고객들이 서비스를 체험할 수 있는 글로벌 오프닝을 계획하고 있다.
내부는 사용자가 실시간으로 메타버스 속 콘텐츠를 만들 수 있는 ‘UGC(User-generated content)존’과 다양한 기기로 서비스를 체험할 수 있는 ‘멀티디바이스존’, EV-Charge 기반 모빌리티 플랫폼 사업 분야를 소개하는 ‘모빌리티존’으로 구성된다.
향후 칼리버스에 적용될 다양한 기술과 서비스를 한 자리에서 경험하고 이해할 수 있는 구조다.",https://imgnews.pstatic.net/image/016/2024/01/03/20240103000080_0_20240103085703409.jpg?type=w647,https://n.news.naver.com/mnews/article/016/0002246810?sid=105
12,"국내서 한발 늦은 카카오, AI로 일본 시장 두드린다","카카오가 인공지능(AI) 기술로 일본 시장 문을 두드린다.
현지 파트너사를 찾아 자체 AI 모델을 접목하는 방식을 추진할 것으로 보인다.
글로벌 개발 담당은 일본 시장에서 AI 신규 사업을 기획하는 역할이다.
카카오가 일본 시장을 두드리는 것은 글로벌 AI 사업화에 속도를 내기 위한 전초기지로 보기 때문이다.
네이버가 지난해 8월 초거대 AI ‘하이퍼클로바X’를 공개하고 검색 서비스 등에 적용하는 한편 SK텔레콤, KT, 엔씨소프트 등 주요 정보통신기술(ICT) 기업들은 자체 LLM을 잇따라 선보였다.
챗GPT 등장 이후인 지난해 4월에는 관계부처가 ‘AI 전략팀’을 만드는 등 정부부터 AI를 활용하고 있다.
일본 시장조사업체 후지키메라총연에 따르면 현지 AI 시장은 지난해 1조3000억엔(약 12조원)에서 2025년 2조억엔(약 18조원)에 육박하는 규모로 성장할 전망이다.
AI 스타트업들도 일본 진출에 적극적이다.
올거나이즈는 일본 도쿄에 본사를 두고 스미모토 미쓰이 은행, 노무라증권 등에 기업용 AI 솔루션 ‘알리’를 서비스 중이다.",https://imgnews.pstatic.net/image/277/2024/01/04/0005362711_001_20240104085706618.jpg?type=w647,https://n.news.naver.com/mnews/article/277/0005362711?sid=105
13,"KAIST, 34배 큰 힘 내는 인공근육 소자 개발","일상에 스며든 소프트 로봇, 의료기기, 웨어러블 장치 등에 적용시킬때 초저전력으로 구동되며 무게 대비 34배의 큰 힘을 내는 이온성 고분자 인공근육을 이용한 유체 스위치가 개발됐다.
KAIST는 기계공학과 오일권 교수 연구팀이 초저전력에서 작동하며 협소한 공간에서 사용할 수 있는 소프트 유체 스위치를 개발했다고 4일 밝혔다.
연구팀은 좁은 관 속에서도 큰 힘을 내며 유체 흐름을 제어할 수 있는 이온성 고분자 인공근육을 개발하여 이를 소프트 유체 스위치로써 활용했다.
그 결과, 머리카락 정도의 얇은 180m의 두께로 제작된 인공근육은 가벼운 무게(10㎎) 대비 34배 이상의 큰 힘을 내며 부드러운 움직임을 보였고 이를 통해 연구팀은 낮은 전력으로 유체 흐름 방향을 정교하게 제어하는데 성공했다.
연구를 주도한 오일권 교수는 “초저전력으로 작동하는 전기화학적 연성 유체 스위치는 유체 제어를 기반으로 하는 소프트 로봇, 소프트 일렉트로닉스, 미세유체공학 분야에서 많은 가능성을 열어줄 수 있다”며 “스마트 섬유에서 생체 의료 기기에 이르기까지, 이 기술은 우리 일상에서 초소형 전자 시스템에 쉽게 적용함으로써 다양한 산업현장에서 즉시 활용할 수 있는 잠재력을 지니고 있다”고 말했다.",https://imgnews.pstatic.net/image/011/2024/01/04/0004282547_001_20240104095301016.jpg?type=w647,https://n.news.naver.com/mnews/article/011/0004282547?sid=105
14,"""잘못하다간 야후·노키아처럼 사라진다""…'AI 전쟁' 시작","(3) 기업 생태계 뒤흔드는 AI
인공지능(AI)의 물결은 기업을 두 진영으로 가르고 있다.
앤스로픽, 캐릭터AI, 미드저니, 미스트랄 같은 AI 스타트업도 각자의 강점을 바탕으로 존재감을 키우는 중이다.
국내 AI 스타트업 업스테이지가 자체 개발한 대규모언어모델(LLM) ‘솔라’가 오픈소스 AI 모델의 경연장인 허깅페이스 리더보드에서 최상위권을 기록하는 등 다윗이 골리앗을 꺾은 사례도 심심찮게 등장하고 있다.
AI 분야 4대 구루 중 한 명으로 꼽히는 앤드루 응 미국 스탠퍼드대 교수는 한국경제신문과의 인터뷰에서 “LLM부터 휴대폰·노트북에서 구동되는 온디바이스 AI까지 다양한 생태계에서 누구든 주인공이 될 수 있다”고 강조했다.
작지만 강한 'sLLM'으로 승부수…""엔비디아 잡자"" AI 반도체 각축전
전 세계에 챗GPT 열풍을 일으키며 AI 시대 개막을 알렸다.
184억달러(약 24조원)의 가치로 자금 조달을 진행 중인 앤스로픽만 하더라도 언제든지 오픈 AI 자리를 위협할 수 있다는 평가를 받는다.
구글과 마이크로소프트(MS), 메타, 아마존 등은 AI 기술을 클라우드에 적용해 기업에 제공하는 방식으로 영토를 확장 중이다.
작년 10월 애플이 미국 컬럼비아대 연구진과 함께 개발해 최근 공개한 생성 AI 패럿은 파라미터가 70억 개, 130억 개 두 종류다.
미국 정보기술(IT) 전문 리서치 기업 가트너는 작년 10월 발간한 ‘2024년 10대 전략 기술 보고서’에서 “생성 AI가 손안에 들어오는 에지 AI 기술이 AI산업에서 새로운 화두로 부상할 것”이라고 진단했다.
차상균 서울대 교수(데이터사이언스대학원 초대 원장)는 “얼마나 혁신적이고, 활용도가 높은 기술이냐에 따라 파급효과가 달라질 수 있다”며 “아직 AI산업이 초기 단계인 만큼 후발주자라도 얼마든지 AI 생태계를 재편할 가능성이 있다”고 설명했다.
AI 반도체도 춘추전국시대
AI 반도체 생태계는 ‘엔비디아 1강 독주체제’에서 각축장으로 변하고 있다.
인텔은 지난달 15일 차세대 AI 반도체 ‘가우디3’를 공개했다.
AI 반도체는 생성형 AI 훈련과 추론을 위한 두뇌 역할을 한다.
엔비디아의 그래픽처리장치(GPU)는 AI 반도체 시장의 90%가량을 점유하고 있다.
아마존의 클라우드 자회사 아마존웹서비스(AWS)는 AI 추론용 ‘인퍼런시아’와 훈련용 ‘트레이니엄’을, 구글은 ‘텐서프로세싱유닛(TPU)’이란 AI 반도체를 개발해 활용 중이다.
국내에서는 리벨리온, 퓨리오사AI 등이 차세대 AI 반도체를 개발 중이다.
업계에선 누구든 기존 제품을 뛰어넘는 AI 반도체를 개발하면 생성 AI업계의 오픈AI처럼 단숨에 생태계를 주도할 수 있다고 보고 있다.
글로벌 시장조사기관 프레시던스리서치에 따르면 지난해 218억달러 규모인 AI 반도체 시장이 10년 뒤인 2032년 2274억달러 규모로 10배 이상 커질 전망이다.",https://imgnews.pstatic.net/image/015/2024/01/03/0004932642_001_20240104023301020.jpg?type=w647,https://n.news.naver.com/mnews/article/015/0004932642?sid=105
15,"SK텔레콤, 어린이용 스마트폰 ‘ZEM폰 포켓몬에디션2’ 출시","‘내가 꾸미는 DIY 액세서리’를 콘셉트로 포켓몬 캐릭터를 활용해 꾸밀 수 있는 투명 케이스, 캐릭터 키링과 이니셜 파츠, 스티커 등이 포함돼 있다.
또 어린이와 부모 모두 안전에 대한 우려를 덜 수 있는 안심 케어 기능도 탑재돼 있다.
이 밖에도 ZEM폰 포켓몬에디션2에는 스마트폰, 일상 생활, 금융, 어학 등 다양한 방면에서 아이의 올바른 습관을 만들어가는 서비스들이 탑재돼 있다.
‘ZEM 앱’을 통해 아이의 스마트폰 전체 사용시간 및 사용 가능 앱과 사용시간을 맞춤 관리할 수 있고 부모-자녀 간 소통하며 바른 생활 습관도 만들어 갈 수 있다.
양치질을 통해 포켓몬을 수집하여 도감을 채우며 즐겁게 양치 습관을 길러 나갈 수 있는 ‘포켓몬스마일’, 카카오뱅크와 제휴하여 만 7세부터 아이들의 첫 금융이자 용돈 서비스로 활용할 수 있는 ‘카카오뱅크 mini(미니)’, 다양한 언어를 학습하는 데에 용이한 ‘네이버 사전’, ‘단어퀴즈’ 등도 탑재돼 있다.",https://imgnews.pstatic.net/image/366/2024/01/04/0000959685_001_20240104091609303.jpg?type=w647,https://n.news.naver.com/mnews/article/366/0000959685?sid=105
16,"SKT, LTE 키즈폰 포켓몬에디션2 출시...출고가 31만9천원","이 밖에도 스마트폰, 일상 생활, 금융, 어학 등 다양한 방면에서 아이의 올바른 습관을 만들 수 있는 서비스들이 탑재돼 있다.
예컨대 ‘ZEM앱’에서 아이의 스마트폰 전체 사용 시간과 사용 가능 앱을 맞춤 관리할 수 있고 부모-자녀간 소통하며 바른 생활 습관도 만들어 갈 수 있다.
유철준 SK텔레콤 스마트디바이스CT담당은 “어린이에게 딱 맞는 단말과 액세서리, 부모님까지 만족할 수 있는 안심 기능과 서비스로 패키지를 구성했다”며 “앞으로도 다양한 니즈를 만족시킬 수 있는 스마트폰을 지속 선보일 예정”이라고 말했다.",https://imgnews.pstatic.net/image/092/2024/01/04/0002316960_001_20240104085907204.jpg?type=w647,https://n.news.naver.com/mnews/article/092/0002316960?sid=105
17,"삼성전자, 갤 A25 5G 국내 출시…44만 9900원","갤럭시 A25 5G는 6.5형의 대화면 슈퍼 아몰레드 디스플레이를 탑재하고 120Hz 화면 주사율을 지원한다.
후면 카메라는 5000만 화소의 메인 카메라를 비롯해 800만 화소의 초광각 카메라, 200만 화소의 접사 카메라 등 모두 3개를 탑재했다.
갤럭시 A25 5G는 최대 25W의 유선 충전을 지원하며 5000mAh의 대용량 배터리를 채용했다.
갤럭시 A25 5G는 삼성의 독자적인 칩셋 보안 플랫폼인 '삼성 녹스 볼트'를 통해 비밀번호, 생체인식, 인증키 등 사용자의 개인정보를 별도의 물리 공간에 저장해 안전하게 보호한다.
갤럭시 A25 5G는 삼성페이 기능으로 NFC(근거리 무선통신) 및 MST(마그네틱 보안전송) 기술에 기반한 온·오프라인 간편 결제를 모두 지원한다.
이메일 : jebo@cbs.co.kr",https://imgnews.pstatic.net/image/079/2024/01/04/0003849503_001_20240104090203385.jpg?type=w647,https://n.news.naver.com/mnews/article/079/0003849503?sid=105
18,‘스타트업 학교’ 자처… 운영·마케팅·해외 진출도 지원,"지난달 20일 서울 강남구 역삼동 스파크랩 사무실에서 만난 김유진 스파크랩 공동 대표는 ""창업자들은 보통 초기 투자 유치와 해외 진출을 가장 막막해한다""고 말했다.
그마저도 돈만 지원할 뿐 기업 운영이나 마케팅 방식, 후속 투자 유치 비결, 해외 진출 같은 스타트업이 부딪히는 각종 장벽에 대해서는 제대로 된 조언을 구할 수 없었다.
지난달 20일 서울 역삼동 스파크랩 사무실에서 만난 김유진 스파크랩 창업자 겸 공동대표는 “한국에도 ‘와이 콤비네이터’가 필요하다는 것이 설립 취지였다”며 “그 전만 해도 학교 같은 기관에서 창업한 젊은이들을 위해 사무실 공간을 대여해 주는 게 스타트업 지원의 전부였다”고 했다.
스파크랩 역시 지난 11년간 초기 스타트업 수백 곳을 지원했고 지금도 320여 스타트업이 포트폴리오에 담겨 있다.
김 대표는 “창업자들은 보통 초기 투자 유치와 해외 진출을 가장 막막해 한다”면서 “스타트업 운영 경험이 없으면 창업가들을 밀착 지원할 수 없다”고 했다.
스파크랩은 국내 스타트업의 해외 진출 교두보 역할도 수행하고 있다.
김 대표는 “미국과 대만, 호주, 사우디에도 스파크랩 현지 계열사가 있어 해외 진출을 희망하는 스타트업에 현지 전문가를 소개해 주고 현지 채용 인력에 대한 능력 검증도 지원한다”며 “미국 같은 경우는 내가 직접 가서 돕기도 한다”고 말했다.
이 경험을 활용해 국내 스타트업의 해외 진출을 돕고 있는 것이다.
김 대표는 “요즘은 대만 같은 나라의 스타트업이 한국 시장 진출을 바랄 정도로 시장이 커졌다”며 “초기 스타트업에 대한 꾸준한 지원이 중요한 이유”라고 했다.",https://imgnews.pstatic.net/image/023/2024/01/04/0003808665_001_20240104092701059.jpg?type=w647,https://n.news.naver.com/mnews/article/023/0003808665?sid=105
19,AI 스마트폰 시대 연다… 갤럭시 언팩 초대장 발송,"삼성전자는 ‘모바일 AI의 새로운 시대 개막(Opening a New Era of Mobile AI)’이라고 행사의 부제를 정하고 언팩 주제를 소개했다.
삼성전자는 초대장에 “새로운 모바일 AI 경험과 무한한 가능성으로 가득한 갤럭시 AI와 삼성전자의 혁신을 직접 확인하길 바란다”고 밝혔다.
삼성전자는 갤럭시 S24에 차세대 AI 기술을 집약시킬 것으로 관측된다.
이를 위해 삼성전자는 자체 개발한 생성형 AI ‘삼성 가우스’와 기기 자체에 내장될 ‘갤럭시 AI’ 등을 갤럭시 S24에 적용하면서 다양한 AI 기능을 실현한다는 계획이다.
갤럭시 S24에는 실시간 통역 통화인 ‘AI 라이브 통역 콜’이 탑재될 것으로 알려졌다.
일부에서는 구글의 AI 비서인 ‘구글 어시스턴트’와 바드를 결합한 기능이 이번 갤럭시 S24 시리즈에 탑재되는 것 아니냐고 추정한다.",https://imgnews.pstatic.net/image/005/2024/01/04/2024010322260589129_1704288365_0924337986_20240104040801701.jpg?type=w647,https://n.news.naver.com/mnews/article/005/0001664299?sid=105
20,"""죽은 남편 정자만이라도""…60대女에 추출 긴급허가","호주에서 62세의 한 여성이 하루 전 갑자기 사망한 61세 남편의 몸에서 정자를 추출하겠다는 긴급 신청을 해서 현지 법원이 받아들여줬다.
이 여성은 40년 이상 함께 살아온 남편과 두 아이를 뒀지만 비극적으로 죽은 후 지난 4년간 대리모를 통해 새로운 아이를 얻는 계획을 논의해 왔다고 주장했다.
피오나 시워드 연방대법원 판사는 ""사망한 남편이 자기 몸에서 정자를 추출하는 것에 반대할 것으로 볼 이유가 전혀 없다""며 이를 허가한다고 판결했다.
하지만 이 여성이 사망한 남편 몸에서 정자를 추출한다고 해서 바로 수정을 통해 아이를 얻을 길이 열린 것은 아니다.
이 때문에 이 여성이 남편 정자를 활용해 아이를 얻으려면 사망자 생식 세포를 사용할 수 있는 퀸즐랜드주 같은 다른 주로 정자를 보내야 한다.
로저 하트 WA대학 생식의학과 교수는 ""호주 대부분의 체외수정 병원에서는 임신 당시 부모 중 적어도 1명은 50세를 넘지 않도록 권장한다""며 ""이 여성이 사망할 경우 누가 아이를 돌볼 것인지 고려해야 할 것""이라고 말했다.",https://imgnews.pstatic.net/image/029/2024/01/03/0002847311_001_20240103220905542.jpg?type=w647,https://n.news.naver.com/mnews/article/029/0002847311?sid=105
